name,mass,radius,orbital_period,discovered,detection_type,star_name,ra,dec,star_distance,star_mass,star_radius
GJ 676 A e,0.036,,35.37,2012,Radial Velocity,GJ 676 A,262.5458333,-51.6369444,16.45,0.71,
GJ 682 b,0.0138438788031,,17.478,2014,Radial Velocity,GJ 682,264.265260085,-43.6807861861,,0.27,
GJ 682 c,0.027365121,,57.32,2014,Radial Velocity,GJ 682,264.265260085,-43.6807861861,,0.27,
GJ 687 b,0.058,,38.14,2014,Radial Velocity,GJ 687,264.108333342,68.339166678,4.5,0.413,0.4183
GJ 758 b,45.0,,109000.0,2009,Imaging,GJ 758,290.8916667,33.2219444,15.5,0.97,0.88
GJ 785 b,0.0532,,74.72,2010,Radial Velocity,GJ 785,303.8208333,-27.0330556,8.911,0.78,0.68
GJ 785 c,0.076,,525.8,2011,Radial Velocity,GJ 785,303.8208333,-27.0330556,8.911,0.78,0.68
GJ 832 b,0.689047604065,,3416.0,2008,Radial Velocity,GJ 832,323.3916667,-49.0088889,4.94,0.45,
GJ 832 c,0.0157316804581065,,35.67,2014,Radial Velocity,GJ 832,323.3916667,-49.0088889,4.94,0.45,
GJ 849 b,0.9,,1914.0,2006,Radial Velocity,GJ 849,332.4167,-4.6408,9.1,0.49,0.52
GJ 849 c,0.77,,7049.0,2013,Radial Velocity,GJ 849,332.4167,-4.6408,9.1,0.49,0.52
GJ 86 A b,4.01,,15.766,2000,Radial Velocity,GJ 86,32.6080593836,-50.8237272164,10.9,0.8,0.855
GJ 876 b,1.938,,61.03,2000,Radial Velocity,GJ 876,343.3041667,-14.2536111,4.7,0.334,0.36
GJ 876 c,0.856,,30.23,2000,Radial Velocity,GJ 876,343.3041667,-14.2536111,4.7,0.334,0.36
GJ 876 d,0.022,,1.94,2005,Radial Velocity,GJ 876,343.3041667,-14.2536111,4.7,0.334,0.36
GJ 876 e,0.045,,124.69,2010,Radial Velocity,GJ 876,343.3041667,-14.2536111,4.7,0.334,0.36
GJ 9827 b,0.0258,0.146,1.2089819,2017,Primary Transit,GJ 9827,352.104166695,-1.286388897,30.3,0.659,0.651
GJ 9827 c,0.0079,0.115,3.648086,2017,Primary Transit,GJ 9827,352.104166695,-1.286388897,30.3,0.659,0.651
GJ 9827 d,0.012,0.186,6.201472,2017,Primary Transit,GJ 9827,352.104166695,-1.286388897,30.3,0.659,0.651
GP Com b,26.2,,0.032,2016,Other,GP Com,196.426791681,18.017777779,,0.33,
GQ Lup b,21.5,1.8,,2005,Imaging,GQ Lup,237.3,-35.6508333,140.0,0.7,
GSC 6214-210 b,17.0,,,2010,Imaging,GSC 6214-210,245.4791667,-20.7186111,145.0,0.6,
GU Psc b,11.0,1.35,,2014,Imaging,GU Psc,18.145833345,17.065555569,48.0,0.35,
HAT-36 b,2.79,1.263,4.1752379,2017,Primary Transit,HATS-36,291.478500018,-23.202777784,977.0,1.135,1.186
HAT-P-1 b,0.525,1.319,4.46529976,2006,Primary Transit,HAT-P-1,344.4458333,38.675,139.0,1.151,1.174
HAT-P-11 b,0.0824340056005,0.421983088559,4.887802443,2009,Primary Transit,HAT-P-11,297.7083333,48.0808333,38.0,0.81,0.75
HAT-P-12 b,0.210489884529,0.954591764817,3.2130598,2009,Primary Transit,HAT-P-12,209.3916667,43.4936111,142.5,0.73,0.7
HAT-P-13 b,0.85,1.28,2.916243,2009,Primary Transit,HAT-P-13,129.8833333,47.3519444,214.0,1.22,1.56
HAT-P-13 c,14.28,,446.27,2009,Radial Velocity,HAT-P-13,129.8833333,47.3519444,214.0,1.22,1.56
HAT-P-14 b,2.2,1.2,4.627657,2010,Primary Transit,HAT-P-14,260.1166667,38.2422222,205.0,1.386,1.468
HAT-P-15 b,1.946,1.072,10.863502,2010,Primary Transit,HAT-P-15,66.25,39.4605556,190.0,1.013,1.08
HAT-P-16 b,4.193,1.289,2.77596,2010,Primary Transit,HAT-P-16,9.575,42.4630556,235.0,1.218,1.237
HAT-P-17 b,0.534,1.01,10.338523,2010,Primary Transit,HAT-P-17,324.5375,30.4886111,90.0,0.857,0.837
HAT-P-17 c,1.4,,1798.0,2010,Radial Velocity,HAT-P-17,324.5375,30.4886111,90.0,0.857,0.837
HAT-P-18 b,0.183,0.947,5.508029,2010,Primary Transit,HAT-P-18,256.35,33.0125,166.0,0.77,0.717
HAT-P-19 b,0.292,1.132,4.008784,2010,Primary Transit,HAT-P-19,9.5166667,34.7116667,215.0,0.842,0.82
HAT-P-2 b,8.74,0.951,5.6334729,2007,Primary Transit,HAT-P-2,245.15,41.0480556,118.0,1.34,1.54
HAT-P-20 b,7.246,0.867,2.875317,2010,Primary Transit,HAT-P-20,111.9166667,24.3363889,70.0,0.756,0.694
HAT-P-21 b,4.063,1.024,4.124461,2010,Primary Transit,HAT-P-21,171.275,41.0280556,254.0,0.947,1.105
HAT-P-22 b,2.147,1.08,3.21222,2010,Primary Transit,HAT-P-22,155.6833333,50.1283333,82.0,0.916,1.04
HAT-P-23 b,2.09,1.368,1.212884,2010,Primary Transit,HAT-P-23,306.125,16.7622222,393.0,1.13,1.29
HAT-P-24 b,0.685,1.242,3.35524,2010,Primary Transit,HAT-P-24,108.825,14.2622222,306.0,1.191,1.317
HAT-P-25 b,0.567,1.19,3.652836,2010,Primary Transit,HAT-P-25,48.4375,25.1975,297.0,1.01,0.959
HAT-P-26 b,0.0585218513042,0.564725782364,4.234516,2010,Primary Transit,HAT-P-26,213.156404179,4.06003612014,134.0,0.816,0.788
HAT-P-27-WASP-40 b,0.66,1.055,3.0395803,2011,Primary Transit,HAT-P-27-WASP-40,222.7666667,5.9472222,204.0,0.945,0.898
HAT-P-28 b,0.626,1.212,3.257215,2011,Primary Transit,HAT-P-28,13.0,34.7283333,395.0,1.025,1.103
HAT-P-29 b,0.778,1.107,5.723186,2011,Primary Transit,HAT-P-29,33.1291667,51.7788889,322.0,1.207,1.224
HAT-P-3 b,0.591,0.827,2.899703,2007,Primary Transit,HAT-P-3,206.0958333,48.0286111,130.0,0.917,0.799
HAT-P-30-WASP-51 b,0.711,1.34,2.810595,2011,Primary Transit,HAT-P-30-WASP-51,123.95,5.8366667,193.0,1.18,1.33
HAT-P-31 b,2.171,1.07,5.005425,2011,Primary Transit,HAT-P-31,271.5375,26.4266667,354.0,1.218,1.36
HAT-P-32 b,0.941,2.037,2.150009,2011,Primary Transit,HAT-P-32,31.04166667,46.6877778,320.0,1.176,1.387
HAT-P-33 b,0.763,1.827,3.474474,2011,Primary Transit,HAT-P-33,113.1833333,33.835,419.0,1.403,1.777
HAT-P-34 b,3.328,1.107,5.452654,2012,Primary Transit,HAT-P-34,303.1958333,18.105,257.0,1.36,1.45
HAT-P-35 b,1.054,1.332,3.646706,2012,Primary Transit,HAT-P-35,123.25,4.7869444,535.0,1.236,1.435
HAT-P-36 b,1.832,1.264,1.327347,2012,Primary Transit,HAT-P-36,188.2625,44.9152778,317.0,1.022,1.096
HAT-P-37 b,1.169,1.178,2.797436,2012,Primary Transit,HAT-P-37,284.2958333,51.2691667,411.0,0.929,0.877
HAT-P-38 b,0.267,0.825,4.640382,2012,Primary Transit,HAT-P-38,35.3830000106,32.2463333484,249.0,0.886,0.923
HAT-P-39 b,0.599,1.571,3.54387,2012,Primary Transit,HAT-P-39,113.7583,17.83,642.0,1.404,1.625
HAT-P-4 b,0.68,1.27,3.0565114,2007,Primary Transit,HAT-P-4,229.9916667,36.2297222,310.0,1.26,1.59
HAT-P-40 b,0.615,1.73,4.457243,2012,Primary Transit,HAT-P-40,335.5125,45.4575,501.0,1.512,2.206
HAT-P-41 b,0.8,1.685,2.694047,2012,Primary Transit,HAT-P-41,297.3208,4.6725,344.0,1.28,1.19
HAT-P-42 b,0.975,1.277,4.641876,2012,Primary Transit,HAT-P-42,135.3458,6.0972,447.0,1.179,1.528
HAT-P-43 b,0.66,1.283,3.332688,2012,Primary Transit,HAT-P-43,128.925,10.2067,543.0,1.048,1.104
HAT-P-44 b,0.392,1.28,4.301217,2013,Primary Transit,HAT-P-44,213.1458,47.0147,374.0,0.939,0.979
HAT-P-44 c,1.6,,219.9,2013,Primary Transit,HAT-P-44,213.1458,47.0147,374.0,0.939,0.979
HAT-P-45 b,0.892,1.426,3.128992,2013,Primary Transit,HAT-P-45,274.375,-3.3811,305.0,1.259,1.319
HAT-P-46 b,0.493,1.284,4.463129,2013,Primary Transit,HAT-P-46,270.4458,-2.9708333,296.0,1.284,1.396
HAT-P-46 c,2.0,,77.7,2013,Primary Transit,HAT-P-46,270.4458,-2.9708333,296.0,1.284,1.396
HAT-P-47 b,0.206,1.313,4.732182,2016,Primary Transit,HAT-P-47,38.308333338,30.360555571,268.0,1.387,1.515
HAT-P-48 b,0.168,1.131,4.40865,2016,Primary Transit,HAT-P-48,44.470833351,30.625833353,305.0,1.099,1.223
HAT-P-49 b,1.73,1.413,2.691548,2014,Primary Transit,HAT-P-49,305.441666682,26.692777799,322.0,1.543,1.833
HAT-P-5 b,1.06,1.252,2.788491,2007,Primary Transit,HAT-P-5,274.405412512,36.6213555716,340.0,1.163,1.137
HAT-P-50 b,1.36,1.288,3.1220109,2015,Primary Transit,HAT-P-50,118.062500005,28.139444452,597.0,1.273,1.698
HAT-P-51 b,0.309,1.293,4.2180278,2015,Primary Transit,HAT-P-51,21.066666672,32.810833358,470.0,0.976,1.041
HAT-P-52 b,0.819,1.009,2.7535953,2015,Primary Transit,HAT-P-52,42.720833351,29.022500005,385.0,0.887,0.893
HAT-P-53 b,1.487,1.318,1.9616241,2015,Primary Transit,HAT-P-53,21.870833343,38.968055576,719.0,1.093,1.209
HAT-P-54 b,0.76,0.944,3.799847,2014,Primary Transit,HAT-P-54,99.8980416785,25.4825277998,135.8,0.645,0.617
HAT-P-55 b,0.582,1.182,3.5852467,2015,Primary Transit,HAT-P-55,264.273000002,25.7311944704,480.0,1.013,1.011
HAT-P-56 b,2.2,1.466,2.7908327,2015,Primary Transit,HAT-P-56,101.350000008,27.252222229,310.5,1.296,1.428
HAT-P-57 b,1.85,1.413,2.465295,2015,Primary Transit,HAT-P-57,282.241666686,10.597222245,303.0,1.47,1.5
HAT-P-6 b,1.057,1.33,3.853003,2007,Primary Transit,HAT-P-6,354.775,42.4661111,200.0,1.29,1.46
HAT-P-65 b,0.527,1.89,2.6054552,2016,Primary Transit,HAT-P-65,315.904166679,11.989444469,841.0,1.212,1.86
HAT-P-66 b,0.783,1.59,2.972086,2016,Primary Transit,HAT-P-66,150.573000006,53.9508611308,927.0,1.255,1.881
HAT-P-67 b,0.34,2.085,4.81010205,2017,Primary Transit,HAT-P-67,256.612500009,44.776944468,320.0,1.642,1.546
HAT-P-7 b,1.741,1.431,2.204735471,2008,Primary Transit,HAT-P-7,292.2458333,47.9694444,320.0,1.51,2.0
HAT-P-8 b,1.34,1.5,3.0763402,2008,Primary Transit,HAT-P-8,343.0416667,35.4472222,230.0,1.28,1.58
HAT-P-9 b,0.67,1.4,3.922814,2008,Primary Transit,HAT-P-9,110.1666667,37.1405556,480.0,1.28,1.32
HATS-1 b,1.855,1.302,3.446459,2012,Primary Transit,HATS-1,175.525,-23.3547222,303.0,0.986,1.038
HATS-10 b,0.526,0.969,3.312846,2015,Primary Transit,HATS-10,294.308333338,-22.204444452,496.0,1.1,1.105
HATS-11 b,0.85,1.51,3.6191613,2016,Primary Transit,HATS-11,289.400000012,-22.390000013,906.0,1.0,1.44
HATS-12 b,2.4,1.35,3.142833,2016,Primary Transit,HATS-12,289.204166683,-19.355833345,981.0,1.49,2.21
HATS-13 b,0.543,1.212,3.0440499,2015,Primary Transit,HATS-13,316.962500017,-26.096666679,476.0,0.962,0.887
HATS-14 b,1.071,1.039,2.7667641,2015,Primary Transit,HATS-14,313.216666684,-25.687222239,513.0,0.967,0.933
HATS-15 b,2.17,1.105,1.74748753,2014,Primary Transit,HATS-15,311.092500007,-19.4375277898,689.0,0.871,0.922
HATS-16 b,3.27,1.3,2.686502,2015,Primary Transit,HATS-16,358.558500005,-30.0130000104,774.0,0.97,1.238
HATS-17 b,1.338,0.777,16.254611,2016,Primary Transit,HATS-17,192.191666682,-47.613611134,339.0,1.131,1.091
HATS-18 b,1.98,1.337,0.8378434,2016,Primary Transit,HATS-18,173.95833335,-29.156111119,645.0,1.037,1.02
HATS-19 b,0.427,1.66,4.569673,2016,Primary Transit,HATS-19,147.408333346,-33.218611117,780.0,1.303,1.74
HATS-2 b,1.345,1.168,1.354133,2013,Primary Transit,HATS-2,176.739094,-22.562992,360.0,0.882,0.898
HATS-20 b,0.273,0.776,3.7992969,2016,Primary Transit,HATS-20,198.133333344,-45.590555573,454.0,0.91,0.892
HATS-21 b,0.332,1.123,3.5543973,2016,Primary Transit,HATS-21,280.183333348,-58.459166683,286.0,1.08,1.021
HATS-22 b,2.74,0.953,4.7228124,2016,Primary Transit,HATS-22,174.008333334,-29.600555568,207.9,0.759,0.689
HATS-23 b,1.47,1.86,2.1605156,2015,Primary Transit,HATS-23,286.366666676,-50.067500002,747.0,1.121,1.199
HATS-24 b,2.44,1.487,1.3484954,2016,Primary Transit,HATS-24,268.891666678,-61.747222248,510.0,1.212,1.172
HATS-25 b,0.613,1.26,4.2986432,2016,Primary Transit,HATS-25,207.907500013,-23.7811666936,466.0,0.994,1.107
HATS-26 b,0.65,1.75,3.3023881,2016,Primary Transit,HATS-26,144.926833347,-28.5855833468,907.0,1.299,2.04
HATS-27 b,0.53,1.5,4.637038,2016,Primary Transit,HATS-27,193.552500004,-46.5877222374,840.0,1.415,1.74
HATS-28 b,0.672,1.194,3.1810781,2016,Primary Transit,HATS-28,284.400000012,-49.138472229,521.0,0.929,0.922
HATS-29 b,0.653,1.251,4.6058749,2016,Primary Transit,HATS-29,135.096000008,-54.89319447,351.0,1.032,1.073
HATS-3 b,1.071,1.381,3.547851,2013,Primary Transit,HATS-3,312.4583,-24.4289,453.0,1.209,1.404
HATS-30 b,0.706,1.175,3.1743516,2016,Primary Transit,HATS-30,5.61870834283,-59.9425555816,339.0,1.093,1.061
HATS-31 b,0.88,1.64,3.37796,2016,Primary Transit,HATS-31,191.704166683,-24.427500017,872.0,1.275,1.87
HATS-32 b,0.92,1.249,2.8126548,2016,Primary Transit,HATS-32,346.075000006,-21.271944454,839.0,1.099,1.097
HATS-33 b,1.192,1.23,2.5495551,2016,Primary Transit,HATS-33,294.633333344,-55.330000017,355.0,1.062,1.022
HATS-34 b,0.941,1.43,2.1061607,2016,Primary Transit,HATS-34,0.775000002,-62.469444456,532.0,0.955,0.98
HATS-35 b,1.222,1.464,1.8209933,2016,Primary Transit,HATS-35,296.687500015,-63.565555579,557.0,1.317,1.433
HATS-4 b,1.323,1.02,2.516729,2014,Primary Transit,HATS-4,94.112500009,-21.453055534,420.0,1.001,0.925
HATS-43 b,0.261,1.18,4.3888497,2017,Primary Transit,HATS-43,80.5381666697,-30.970833356,341.0,0.837,0.812
HATS-44 b,0.56,1.067,2.7439004,2017,Primary Transit,HATS-44,84.3267083395,-27.9726111352,463.0,0.86,0.847
HATS-45 b,0.7,1.286,4.1876244,2017,Primary Transit,HATS-45,101.994291686,-21.910694471,818.0,1.272,1.315
HATS-46 b,0.173,0.903,4.7423729,2017,Primary Transit,HATS-46,6.70241668286,-56.31611113,448.0,0.917,0.853
HATS-5 b,0.237,0.912,4.763387,2014,Primary Transit,HATS-5,67.225000018,-20.518055534,257.0,0.936,0.871
HATS-6 b,0.319,0.998,3.3252725,2014,Primary Transit,HATS-6,88.1467500117,-19.031666679,148.4,0.574,0.57
HATS-7 b,0.12,0.563,3.185315,2015,Primary Transit,HATS-7,208.857000009,-21.2076944546,257.0,0.849,0.815
HATS-8 b,0.138,0.873,3.583893,2015,Primary Transit,HATS-8,294.941666682,-25.74833336,829.0,1.056,1.086
HATS-9 b,0.839,1.065,1.9153073,2015,Primary Transit,HATS-9,290.808333338,-20.149722238,622.0,1.03,1.5
HD 100655 b,1.7,,157.57,2011,Radial Velocity,HD 100655,173.7666667,20.4416667,122.0,2.4,9.3
HD 100777 b,1.16,,383.7,2007,Radial Velocity,HD 100777,173.9666667,-4.7558333,52.8,1.0,
HD 10180 c,0.041217,,5.75979,2010,Radial Velocity,HD 10180,24.475,-60.5116667,39.4,1.06,
HD 10180 d,0.03696945,,16.3579,2010,Radial Velocity,HD 10180,24.475,-60.5116667,39.4,1.06,
HD 10180 e,0.07897304,,49.745,2010,Radial Velocity,HD 10180,24.475,-60.5116667,39.4,1.06,
HD 10180 f,0.07519743,,122.76,2010,Radial Velocity,HD 10180,24.475,-60.5116667,39.4,1.06,
HD 10180 g,0.06733159,,601.2,2010,Radial Velocity,HD 10180,24.475,-60.5116667,39.4,1.06,
HD 10180 h,0.202624,,2222.0,2010,Radial Velocity,HD 10180,24.475,-60.5116667,39.4,1.06,
HD 101930 b,0.3,,70.46,2005,Radial Velocity,HD 101930,175.875,-58.0066667,30.49,0.74,
HD 102117 b,0.172,,20.67,2004,Radial Velocity,HD 102117,176.2083333,-58.7036111,42.0,1.03,1.27
HD 102195 b,0.45,,4.113775,2005,Radial Velocity,HD 102195,176.425,2.8213889,28.98,0.926,0.835
HD 102272 b,5.9,,127.58,2008,Radial Velocity,HD 102272,176.6,14.1238889,360.0,1.9,10.1
HD 102272 c,2.6,,520.0,2008,Radial Velocity,HD 102272,176.6,14.1238889,360.0,1.9,10.1
HD 102329 b,5.9,,778.1,2011,Radial Velocity,HD 102329,176.6958333,3.4741667,158.0,1.95,6.3
HD 102365 b,0.05,,122.1,2011,Radial Velocity,HD 102365,176.6291667,-40.5002778,9.24,0.85,
HD 102956 b,0.96,,6.495,2010,Radial Velocity,HD 102956,177.8458333,57.6408333,126.0,1.68,4.4
HD 103197 b,0.098,,47.84,2009,Radial Velocity,HD 103197,178.2208333,-50.2927778,49.3,0.9,
HD 103720 b,0.62,,4.5557,2014,Radial Velocity,HD 103720,179.170833347,-2.778888914,41.6,0.794,0.73
HD 103774 b,0.367,,5.8881,2013,Radial Velocity,HD 103774,179.2333,-12.1078,55.0,1.335,
HD 104067 b,0.186,,55.806,2009,Radial Velocity,HD 104067,179.7916667,-20.3538889,20.8,0.791,
HD 10442 b,2.1,,1043.0,2014,Primary Transit,HD 10442,25.4714266844,2.70437918417,,1.56,
HD 104985 b,8.3,,199.505,2003,Radial Velocity,HD 104985,181.3125,76.9055556,102.0,1.6,10.87
HD 106252 b,32.9,,1600.0,2002,Radial Velocity,HD 106252,183.3708333,10.0413889,37.44,0.96,1.09
HD 106270 b,11.0,,2890.0,2011,Radial Velocity,HD 106270,183.4041667,-9.5133333,84.9,1.32,2.5
HD 106315 b,0.0396,0.218,9.5521,2017,Primary Transit,HD 106315,183.470833351,-0.393611127,107.3,1.07,1.18
HD 106315 c,0.0478,0.352,21.0576,2017,Primary Transit,HD 106315,183.470833351,-0.393611127,107.3,1.07,1.18
HD 10647 b,0.93,,1003.0,2003,Radial Velocity,HD 10647,25.6208333,-53.7408333,17.3,1.1,1.1
HD 106515 A b,9.61,,3630.0,2011,Radial Velocity,HD 106515 A,183.7791667,-7.2572222,35.2,0.91,
HD 106906 b,11.0,,,2013,Imaging,HD 106906,184.470833351,-54.024444418,92.0,1.5,
HD 10697 b,6.83,,1076.4,2000,Radial Velocity,HD 10697,26.2291667,20.0830556,32.56,1.15,1.72
HD 107148 b,0.21,,48.056,2006,Radial Velocity,HD 107148,184.8041667,-3.3197222,51.3,1.12,
HD 108147 b,0.261,,10.8985,2002,Radial Velocity,HD 108147,186.4416667,-64.0219444,38.57,1.19,1.22
HD 108341 b,3.5,,1129.0,2014,Radial Velocity,HD 108341,186.879166677,-71.423055569,49.4,0.843,0.79
HD 108863 b,2.6,,443.4,2011,Radial Velocity,HD 108863,187.5833333,21.9483333,139.0,1.85,5.6
HD 108874 b,1.36,,395.4,2003,Radial Velocity,HD 108874,187.6083333,22.8797222,68.5,1.0,1.22
HD 108874 c,1.018,,1605.8,2005,Radial Velocity,HD 108874,187.6083333,22.8797222,68.5,1.0,1.22
HD 109246 b,0.77,,68.27,2010,Radial Velocity,HD 109246,188.0291667,74.4894444,65.6,1.01,1.02
HD 109271 b,0.054,,7.8543,2013,Radial Velocity,HD 109271,188.4,-11.6219,62.0,1.047,
HD 109271 c,0.076,,30.93,2013,Radial Velocity,HD 109271,188.4,-11.6219,62.0,1.047,
HD 109749 b,0.28,0.99,5.23921,2005,Radial Velocity,HD 109749,189.3166667,-40.8119444,59.0,1.2,
HD 110014 b,10.7,,882.6,2009,Radial Velocity,HD 110014,189.8083333,-7.9955556,90.0,2.17,20.9
HD 110014 c,3.1,,130.0,2015,Radial Velocity,HD 110014,189.8083333,-7.9955556,90.0,2.17,20.9
HD 111232 b,6.8,,1143.0,2004,Radial Velocity,HD 111232,192.2125,-68.425,29.0,0.78,
HD 111591 b,4.4,,1056.4,2017,Radial Velocity,HD 111591,192.570833339,22.863333361,108.0,1.94,8.03
HD 113337 b,2.83,,324.0,2013,Radial Velocity,HD 113337,195.4458,63.6103,36.9,1.4,1.5
HD 113538 b,0.36,,663.2,2010,Radial Velocity,HD 113538,196.2375,-52.4430556,15.8,0.585,0.53
HD 113538 c,0.93,,1818.0,2010,Radial Velocity,HD 113538,196.2375,-52.4430556,15.8,0.585,0.53
HD 113996 b,6.3,,610.2,2017,Radial Velocity,HD 113996,196.795833337,27.624722241,102.0,1.49,25.11
HD 114386 b,1.24,,937.0,2003,Radial Velocity,HD 114386,197.6625,-35.0547222,28.0,0.75,0.76
HD 114386 c,1.19,,1046.0,2011,Radial Velocity,HD 114386,197.6625,-35.0547222,28.0,0.75,0.76
HD 114613 b,0.48,,3827.0,2014,Radial Velocity,HD 114613,198.012500001,-36.196944426,20.67,1.364,
HD 114729 b,0.84,,1135.0,2002,Radial Velocity,HD 114729,198.1833333,-31.8733333,35.0,0.93,1.46
HD 114762 b,10.98,,83.9151,1989,Radial Velocity,HD 114762,198.0791667,17.5169444,39.46,0.84,1.24
HD 114783 b,6.3,,493.7,2001,Radial Velocity,HD 114783,198.1791667,-2.265,20.4,0.92,0.78
HD 11506 b,3.44,,1270.0,2007,Radial Velocity,HD 11506,28.2125,-19.5069444,53.82,1.19,1.38
HD 11506 c,0.82,,170.46,2009,Radial Velocity,HD 11506,28.2125,-19.5069444,53.82,1.19,1.38
HD 1160 b,79.0,,,2012,Imaging,HD 1160,3.9875,4.2511111,103.5,,
HD 116029 b,2.1,,670.2,2011,Radial Velocity,HD 116029,200.1666667,24.6486111,123.2,1.58,4.6
HD 117207 b,2.06,,2627.08,2004,Radial Velocity,HD 117207,202.3375,-35.5708333,33.0,1.07,1.09
HD 11755 b,6.5,,433.7,2015,Radial Velocity,HD 11755,29.70833335,73.152500005,231.5,0.9,27.3
HD 117618 b,0.178,,25.827,2004,Radial Velocity,HD 117618,203.1041667,-47.2711111,38.0,1.05,1.19
HD 117618 c,0.2,,318.0,2013,Radial Velocity,HD 117618,203.1041667,-47.2711111,38.0,1.05,1.19
HD 118203 b,2.14,1.05,6.13322,2005,Radial Velocity,HD 118203,203.5083333,53.7283333,88.6,1.23,
HD 119445 b,37.6,,410.2,2009,Radial Velocity,HD 119445,205.620027843,41.6742842694,,3.9,20.5
HD 11964 b,0.622,,1945.0,2005,Radial Velocity,HD 11964,29.2875,-10.2422222,33.98,1.125,2.18
HD 11964 c,0.079,,37.91,2005,Radial Velocity,HD 11964,29.2875,-10.2422222,33.98,1.125,2.18
HD 11977 b,6.29,,711.0,2005,Radial Velocity,HD 11977,28.7333333,-67.6472222,66.5,1.91,13.0
HD 120084 b,4.5,,2082.0,2013,Radial Velocity,HD 120084,205.7167,78.0617,97.7,2.39,9.12
HD 121504 b,1.22,,63.33,2003,Radial Velocity,HD 121504,209.3208333,-56.04,44.37,1.18,
HD 122562 b,24.0,,2777.0,2016,Radial Velocity,HD 122562,210.587500007,20.881388918,53.8,1.13,
HD 12484 b,2.98,,58.83,2016,Radial Velocity,HD 12484,30.612500009,2.815833362,51.1,1.01,
HD 125595 b,0.042,,9.6737,2009,Radial Velocity,HD 125595,215.3458333,-40.3938889,27.4,0.756,
HD 125612 b,3.0,,502.0,2007,Radial Velocity,HD 125612,215.225,-17.4813889,52.82,1.1,1.05
HD 125612 c,0.058,,4.1547,2009,Radial Velocity,HD 125612,215.225,-17.4813889,52.82,1.1,1.05
HD 125612 d,7.2,,3008.0,2009,Radial Velocity,HD 125612,215.225,-17.4813889,52.82,1.1,1.05
HD 12648 b,2.9,,133.6,2015,Radial Velocity,HD 12648,34.75,85.736111128,158.4,1.2,9.2
HD 126525 b,0.224,,948.12,2011,Radial Velocity,HD 126525,216.8875,-51.9330556,38.1,,
HD 12661 b,2.3,,263.6,2000,Radial Velocity,HD 12661,31.1416667,25.4141667,37.16,1.07,1.12
HD 12661 c,1.57,,1708.0,2002,Radial Velocity,HD 12661,31.1416667,25.4141667,37.16,1.07,1.12
HD 126614 b,0.38,,1244.0,2010,Radial Velocity,HD 126614,216.7,-5.1777778,72.4,1.145,1.09
HD 128311 b,2.18,,448.6,2002,Radial Velocity,HD 128311,219.0,9.7463889,16.6,0.84,0.73
HD 128311 c,4.19,,919.0,2005,Radial Velocity,HD 128311,219.0,9.7463889,16.6,0.84,0.73
HD 128356 b,0.89,,298.2,2016,Radial Velocity,HD 128356,219.270833335,-25.802500018,26.03,0.65,0.85
HD 129445 b,1.6,,1840.0,2010,Radial Velocity,HD 129445,221.5125,-68.7625,67.61,0.99,
HD 130322 b,1.05,,10.72,1999,Radial Velocity,HD 130322,221.8875,0.2813889,30.0,0.79,0.83
HD 131496 b,2.2,,883.0,2011,Radial Velocity,HD 131496,223.3458333,18.2352778,110.0,1.61,4.6
HD 13189 b,14.0,,471.6,2005,Radial Velocity,HD 13189,32.4166667,32.3163889,185.0,4.5,50.39
HD 132406 b,5.61,,974.0,2007,Radial Velocity,HD 132406,224.2291667,53.3822222,71.0,1.09,
HD 132563 B b,1.49,,1544.0,2011,Radial Velocity,HD 132563B,224.5875,44.0433333,96.0,1.01,
HD 133131 A b,1.43,,649.0,2016,Radial Velocity,HD 133131 A,225.899193804,-27.8409866895,47.0,0.95,
HD 133131 A c,0.48,,3407.0,2016,Radial Velocity,HD 133131 A,225.899193804,-27.8409866895,47.0,0.95,
HD 133131 B b,2.5,,6119.0,2016,Radial Velocity,HD 133131 B,225.899193804,-27.8409866895,47.0,0.93,
HD 134060 b,0.0351,,3.27,2011,Radial Velocity,HD 134060,227.6875,-61.4222222,24.2,,
HD 134060 c,0.1507,,1160.9,2011,Radial Velocity,HD 134060,227.6875,-61.4222222,24.2,,
HD 134113 b,47.0,,201.68,2016,Radial Velocity,HD 134113,226.945833349,8.87972225,71.9,0.81,
HD 134606 b,0.0292,,12.083,2011,Radial Velocity,HD 134606,228.8125,-70.5197222,26.5,,
HD 134606 c,0.0382,,59.519,2011,Radial Velocity,HD 134606,228.8125,-70.5197222,26.5,,
HD 134606 d,0.121,,459.26,2011,Radial Velocity,HD 134606,228.8125,-70.5197222,26.5,,
HD 134987 b,1.59,,258.19,1999,Radial Velocity,HD 134987,228.3666667,-25.3091667,22.2,1.07,1.25
HD 134987 c,0.82,,5000.0,2009,Radial Velocity,HD 134987,228.3666667,-25.3091667,22.2,1.07,1.25
HD 136352 b,0.0166,,11.577,2011,Radial Velocity,HD 136352,230.45,-48.3175,14.8,,
HD 136352 c,0.0358,,27.582,2011,Radial Velocity,HD 136352,230.45,-48.3175,14.8,,
HD 136352 d,0.03,,106.72,2011,Radial Velocity,HD 136352,230.45,-48.3175,14.8,,
HD 136418 b,2.0,,464.3,2010,Radial Velocity,HD 136418,229.7791667,41.7333333,98.2,1.33,3.4
HD 137388 b,0.223,,330.0,2011,Radial Velocity,HD 137388,233.9166667,-80.2047222,38.0,0.86,0.82
