1090
Yegoryevsk 8	Krasnoarmeysk 31 Roslavl 23 Abakan 154 Plast 184 Nolinsk 28 Novosil 168 Zeya 134 MariinskyPosad 54 
Mirny 12	Sochi 169 Penza 111 Drezna 65 Otradnoye 15 Abakan 177 Poronaysk 107 Ivangorod 129 Serafimovich 138 Kurchatov 41 Izberbash 101 Kirishi 87 Nakhodka 124 
Petrovsk-Zabaykalsky 14	Maykop 83 Malmyzh 11 Petushki 12 Bataysk 149 Gatchina 162 Arsk 120 Angarsk 41 Gelendzhik 59 Klintsy 200 Kirishi 74 Kirensk 106 Sovetsk 25 Pervomaysk 107 Kurovskoye 119 
Tarusa 14	Mikhaylov 46 Vilyuysk 143 Strunino 58 Sarapul 106 Terek 67 Zima 91 Shchyolkovo 61 Susuman 141 Pytalovo 24 Klimovsk 164 Kasli 11 Pudozh 149 Yuzhno-Sakhalinsk 185 Engels 43 
Malgobek 3	Primorsko-Akhtarsk 25 Novokubansk 190 Mozdok 106 
Pokhvistnevo 11	Pyt-Yakh 176 Ivanovo 188 Osinniki 63 Peresvet 86 Lakinsk 47 Neftekumsk 160 Nizhneudinsk 117 Sasovo 78 Pugachyov 21 Miass 62 Kineshma 32 
Mednogorsk 8	Ust-Labinsk 123 Chyormoz 127 Udachny 86 Lyantor 84 Buturlinovka 110 Sol-Iletsk 32 Novocherkassk 63 VyshnyVolochyok 172 
Terek 9	Chekalin 96 Zhukovka 161 Dalmatovo 102 Biryuch 67 Kyakhta 149 Zelenogorsk 95 Tarusa 67 Belorechensk 57 Raduzhny 160 
Lukoyanov 7	Korablino 63 GavrilovPosad 42 Nefteyugansk 88 Aleysk 19 Kondopoga 190 LodeynoyePole 104 NizhnyayaTura 181 
Shebekino 10	Novoanninsky 25 Ruzayevka 143 Zaraysk 154 Kolpashevo 169 Bratsk 92 Kislovodsk 74 Nizhneudinsk 198 Polessk 45 Donskoy 180 Mogocha 33 
Yubileyny 12	Mikhaylovka 145 Zapolyarny 190 Shchuchye 188 Volzhsk 58 LodeynoyePole 35 Ruza 25 Makarov 123 Kirov 43 Noginsk 72 Anadyr 191 Uzlovaya 66 Aniva 98 
Bolgar 6	Povorino 83 Gagarin 123 Ryazan 61 Dukhovshchina 40 Slavgorod 113 Dimitrovgrad 50 
Buy 8	Navoloki 51 Rasskazovo 145 Labinsk 128 Ivanovo 169 Luza 107 Kusa 57 Kozelsk 193 Kurganinsk 68 
Znamensk 7	Argun 193 Sredneuralsk 47 Oboyan 133 Shakhtyorsk 123 Pionersky 72 Kyakhta 193 Zima 190 
Shuya 9	Stroitel 14 Tsimlyansk 166 Raychikhinsk 110 Yeniseysk 19 Kotlas 59 Yoshkar-Ola 36 Beloyarsky 83 Sterlitamak 108 Pudozh 158 
Mikhaylovsk 11	Otradnoye 25 Agryz 68 Vorkuta 200 Sebezh 88 Khabarovsk 54 Kirov 189 Agidel 60 Novocheboksarsk 68 Kuybyshev 74 Kyzyl 182 Rylsk 119 
Khasavyurt 6	Bikin 114 Fokino 40 Gorokhovets 194 Khilok 178 Borisoglebsk 60 Katav-Ivanovsk 174 
Nerekhta 8	Belogorsk 132 Kumertau 85 Ipatovo 128 Kirov 82 Sosnovoborsk 20 Likhoslavl 179 Shilka 145 Ust-Dzheguta 186 
Karabash 8	Reutov 173 Ostrov 176 Sebezh 135 Berezniki 172 Galich 95 Ruzayevka 195 Sosensky 194 Pokrov 179 
Belorechensk 7	Yemva 113 Melenki 197 Gorno-Altaysk 76 Babushkin 154 Gubakha 34 Terek 57 Yuryevets 164 
Shchyokino 5	Zlatoust 89 Shatsk 87 Baltiysk 95 Lipki 123 Tarko-Sale 122 
Divnogorsk 9	Yuzha 17 Ust-Kut 44 Raychikhinsk 197 Elista 90 Ulyanovsk 55 Novosibirsk 78 Lesozavodsk 116 Ukhta 99 Vologda 20 
Plavsk 7	Sukhinichi 103 Kem 199 Vilyuysk 196 Slyudyanka 102 Alagir 24 Pustoshka 30 Vikhorevka 189 
Opochka 6	Galich 28 Langepas 101 Sharya 146 Kotovsk 187 Bor 151 VyshnyVolochyok 32 
Zhukovsky 10	Mariinsk 36 Nevelsk 15 Spassk 18 Khadyzhensk 83 Gryazovets 51 Tver 130 Tver 200 Zaozyorny 90 Berdsk 135 Murashi 99 
Rossosh 10	Makushino 104 Gorodovikovsk 154 Fryazino 191 Krasnoslobodsk 125 Shenkursk 72 Laishevo 123 Chistopol 169 Asbest 109 Zaraysk 73 Oboyan 35 
Sobinka 5	Moskovsky 143 Narimanov 32 Timashyovsk 15 Usolye 16 Neftegorsk 36 
Revda 6	Privolzhsk 130 Kataysk 147 Sarapul 141 Arsk 192 Dolinsk 11 Sokolniki 166 
Spas-Demensk 12	Barabinsk 165 Kataysk 64 StaryOskol 124 Primorsko-Akhtarsk 162 Zeya 16 Ust-Kut 64 Mosalsk 122 Mezhgorye 49 Volzhsky 26 Volchansk 133 Konstantinovsk 35 Bodaybo 88 
Tver 10	Asbest 140 Mikhaylovka 79 Kolomna 160 Kirovgrad 163 Svetlograd 147 Sorochinsk 170 Irkutsk 146 Pavlovsk 146 Gagarin 37 Zhukovsky 130 
Ulyanovsk 10	Divnogorsk 55 Klintsy 114 Komsomolsk-on-Amur 175 Shikhany 178 Nevyansk 177 Degtyarsk 61 Dmitriyev 55 Nevelsk 78 Sertolovo 95 Birsk 160 
Gorokhovets 7	Vereya 115 Taldom 196 Lyudinovo 75 Sychyovka 122 Khasavyurt 194 Kasli 153 Svetogorsk 94 
Zelenodolsk 4	Murmansk 113 Sebezh 69 Troitsk 190 Vytegra 14 
Gubkin 14	KrasnyKut 91 Otradny 67 Mezhdurechensk 157 Yurga 183 Ukhta 124 Sursk 73 Serdobsk 160 Ladushkin 149 Nefteyugansk 147 Gryazovets 135 Dyurtyuli 182 Losino-Petrovsky 147 Vetluga 20 Kadnikov 20 
Gubkinsky 5	Chernyakhovsk 12 Zubtsov 103 Tomsk 184 Noyabrsk 181 Pyt-Yakh 79 
Kalininsk 8	Kurchatov 104 Dmitriyev 110 Alexandrovsk-Sakhalinsky 51 Nefteyugansk 136 Nizhnevartovsk 194 Volzhsk 89 Severodvinsk 102 Kireyevsk 74 
Davlekanovo 8	Vorsma 200 Berezovsky 128 Alexandrov 85 Ozyorsk 137 Svetlograd 91 Maykop 41 NizhniyeSergi 132 Kadnikov 129 
Shatura 8	Sol-Iletsk 74 Yelizovo 110 Yoshkar-Ola 110 Toropets 194 VerkhnyayaPyshma 87 Timashyovsk 89 Kizel 199 Nesterov 154 
Zvenigorod 4	Kedrovy 125 Makhachkala 175 Gornyak 19 Raychikhinsk 151 
Chita 7	Sim 188 Karachayevsk 34 Neya 89 Kizel 145 Bakal 100 Shumerlya 151 Nyurba 106 
Chekalin 11	Obninsk 66 PetrovVal 39 Dorogobuzh 157 Ardatov 111 GoryachyKlyuch 38 Nizhnekamsk 36 Yemva 13 Magadan 112 Terek 96 Myshkin 25 Balakovo 96 
Seltso 7	Yuryuzan 106 Sorochinsk 17 KrasnoyeSelo 161 Pestovo 49 Povorino 132 Biryuch 104 Omsk 132 
Ostrovnoy 10	Ukhta 46 Korablino 38 Nevyansk 44 Bezhetsk 137 Elektrostal 91 Gorodishche 174 Sortavala 160 Shatsk 88 Gubakha 194 Yuryuzan 126 
Karachev 13	Vichuga 131 Manturovo 108 Verkhneuralsk 93 Buguruslan 13 Dyatkovo 175 Mamonovo 58 Polyarny 69 Nefteyugansk 159 Tuapse 80 Michurinsk 125 Tyumen 151 Kizlyar 199 Nazarovo 103 
Rubtsovsk 7	Khilok 33 Balakhna 185 Sursk 128 Yaransk 102 Kamensk-Shakhtinsky 28 Tikhvin 56 Yessentuki 147 
Sosnovoborsk 8	Makarov 132 Gornozavodsk 48 KrasnySulin 190 Oktyabrsk 200 Komsomolsk-on-Amur 92 Mtsensk 30 Srednekolymsk 31 Nerekhta 20 
Inta 5	Troitsk 128 Baltiysk 102 Krasnovishersk 169 Buynaksk 32 Kolomna 150 
Tommot 9	Syasstroy 140 Yelabuga 72 Zeya 61 Seversk 91 Kurchatov 179 Zarechny 121 Vsevolozhsk 121 Lobnya 194 Lukhovitsy 83 
Kataysk 6	Ivanteyevka 21 Tyrnyauz 135 Dno 140 Revda 147 Spas-Demensk 64 Nazarovo 45 
VerkhnyTagil 12	Izobilny 26 Tara 28 Serdobsk 101 Uren 11 Cherepanovo 92 Khvalynsk 59 Pavlovsk 69 Kirs 92 Chyormoz 148 Sukhinichi 146 Shagonar 150 Moskovsky 188 
Surgut 4	Volsk 78 Losino-Petrovsky 57 SaintPetersburg 176 Orlov 25 
Stroitel 11	Pitkyaranta 42 Komsomolsk-on-Amur 199 Kupino 33 Pokrovsk 146 Lensk 34 Budyonnovsk 53 Shuya 14 Mariinsk 150 Votkinsk 159 Vyborg 84 Aldan 150 
Kimovsk 9	Okulovka 70 Pugachyov 115 Rtishchevo 122 Cherepanovo 54 Borovichi 72 Nurlat 98 Lomonosov 92 Kotelniki 42 VyshnyVolochyok 178 
Kirishi 10	Kokhma 88 Mirny 87 Ochyor 190 Petrovsk-Zabaykalsky 74 Chudovo 154 Kislovodsk 120 Cherdyn 167 Kotovsk 34 Tavda 199 Chelyabinsk 59 
Donetsk 5	Salekhard 45 Talitsa 143 Langepas 135 Anapa 145 Kosteryovo 44 
Shatsk 12	Lesnoy 76 Syzran 64 Nikolskoye 195 Kotovsk 94 Ostrovnoy 88 Novocherkassk 153 Ozherelye 56 Meleuz 110 Shchyokino 87 Valday 38 Kozelsk 30 Cherepovets 189 
Kologriv 13	Lesozavodsk 103 Staritsa 128 Severo-Kurilsk 180 Shumerlya 142 Yarovoye 125 Istra 56 Zvenigovo 43 Yemva 52 Novoaltaysk 99 Alagir 180 Usinsk 11 Zheleznodorozhny 14 Kurilsk 91 
Cheremkhovo 12	Achinsk 185 Pechory 147 Zavodoukovsk 14 Zlynka 189 Shakhunya 181 Sukhinichi 30 Elektrogorsk 180 Apsheronsk 113 Alapayevsk 43 Pyt-Yakh 106 Serpukhov 78 KrasnyKut 156 
Baley 7	NovayaLyalya 113 Pikalyovo 69 Amursk 39 Lipki 106 Leninsk-Kuznetsky 100 Izberbash 118 Nazarovo 135 
Nesterov 6	Korsakov 167 Volgorechensk 124 Shatura 154 Ust-Katav 32 Kirzhach 70 Uvarovo 141 
Volzhsky 16	Bogotol 41 Zmeinogorsk 21 Spas-Demensk 26 Chkalovsk 179 Chernogorsk 184 Cherepanovo 81 Alatyr 108 Khadyzhensk 72 StaryOskol 198 Gudermes 32 Peresvet 116 Cherkessk 116 Omutninsk 185 Shchigry 116 Salsk 82 Kovylkino 19 
Zakamensk 10	Achinsk 13 Babushkin 44 Slobodskoy 77 Lyubertsy 115 Nizhneudinsk 50 Pervouralsk 24 Sychyovka 30 Kandalaksha 127 Tyukalinsk 86 Elektrougli 43 
Tomsk 8	Kamyshin 180 Osinniki 133 Tsimlyansk 154 Maysky 169 Nazran 57 Gubkinsky 184 Myshkin 135 Novosibirsk 51 
Zheleznodorozhny 13	Kolchugino 129 Bogdanovich 119 Krasnovishersk 169 Neftegorsk 199 Ardon 161 Kologriv 14 Agryz 149 Gusinoozyorsk 50 Uren 150 Kozmodemyansk 174 Sochi 169 Krasavino 146 NovayaLadoga 40 
Zaozyorsk 6	Ulan-Ude 19 Kaspiysk 73 Vikhorevka 23 Labytnangi 191 Vesyegonsk 142 Krasnozavodsk 133 
Neman 9	Gulkevichi 125 Dyatkovo 147 Volgograd 175 Likhoslavl 183 Cherkessk 188 Kommunar 16 Belomorsk 100 Ust-Ilimsk 161 Leninsk 125 
Belyov 7	Bogotol 102 Susuman 130 Teykovo 196 Cherkessk 109 Anzhero-Sudzhensk 144 Kamen-na-Obi 200 Miass 150 
Bilibino 9	Gorbatov 73 Aksay 22 Vereya 66 Gukovo 198 Temnikov 59 Novoulyanovsk 14 Arsk 134 Pereslavl-Zalessky 186 Slobodskoy 144 
Gadzhiyevo 5	Alexandrov 30 Agidel 137 Kovrov 126 Baykalsk 47 Severo-Kurilsk 59 
Bogdanovich 11	Nyagan 173 Volgodonsk 103 Sudzha 187 Nazarovo 89 Kirensk 49 Pereslavl-Zalessky 82 Valuyki 85 Novouralsk 19 Petropavlovsk-Kamchatsky 53 Zheleznodorozhny 119 Yuryevets 87 
Kedrovy 10	Kurchatov 157 Odintsovo 88 NaberezhnyeChelny 196 Severouralsk 111 Kostomuksha 36 Michurinsk 186 Baltiysk 158 Alzamay 131 Pevek 165 Zvenigorod 125 
Donskoy 8	Krasnovishersk 82 Bodaybo 15 Shebekino 180 Berdsk 85 Toropets 200 Surovikino 70 Neftekamsk 11 Kushva 37 
Chkalovsk 7	Kirensk 37 Klin 18 Shakhty 39 Bolokhovo 55 Vorkuta 72 Chernushka 12 Volzhsky 179 
Pushkin 6	Chaplygin 44 Tatarsk 119 Izobilny 16 Kurlovo 171 Kotlas 26 Argun 27 
Nyandoma 7	Valuyki 55 Kislovodsk 62 Volgograd 87 Polessk 157 Syktyvkar 27 Mogocha 69 Vichuga 74 
Losino-Petrovsky 6	Polyarny 178 Gubkin 147 Aprelevka 33 Yelnya 196 Surgut 57 Perevoz 114 
Reutov 7	Yalutorovsk 76 Uvarovo 27 Ilansky 97 Salair 39 Kotovsk 96 Karabash 173 Kurilsk 35 
Usman 7	Kotelniki 148 Kondrovo 143 Menzelinsk 41 Aznakayevo 121 Mytishchi 105 Gulkevichi 61 Novocherkassk 125 
Rudnya 10	Novoshakhtinsk 199 Manturovo 116 Pitkyaranta 13 Svetlogorsk 106 Vilyuysk 143 Lyubertsy 132 Borodino 110 Artyomovsk 82 Novorzhev 69 Kubinka 111 
Baykalsk 8	Buguruslan 61 Gadzhiyevo 47 NizhnyayaSalda 123 Krasnogorsk 165 Bezhetsk 124 Temryuk 176 Trubchevsk 39 Zelenogorsk 112 
Kogalym 12	Yekaterinburg 134 Mikhaylov 196 Ramenskoye 120 Sorsk 195 Novokuybyshevsk 41 Lgov 153 Sretensk 106 Urus-Martan 148 Novokubansk 177 Lyskovo 164 Ochyor 24 Liski 59 
Kashin 6	Boksitogorsk 34 Kaspiysk 56 Novocheboksarsk 97 Zheleznogorsk 87 Shchigry 169 Uryupinsk 192 
Surovikino 10	Petergof 46 Donskoy 70 Izobilny 51 Mendeleyevsk 95 Dudinka 13 Karpinsk 97 Yefremov 123 Peresvet 151 Podolsk 194 Svetogorsk 177 
Pskov 8	Tsimlyansk 45 Onega 135 Pechora 160 Vorkuta 69 Solnechnogorsk 178 Usinsk 179 Medyn 26 Kineshma 191 
Uglich 8	Lesnoy 110 Vorkuta 185 Kinel 39 Kozmodemyansk 176 Valuyki 83 Dyurtyuli 125 Derbent 18 Elista 98 
Kurlovo 8	NovyUrengoy 110 Kadnikov 123 Yemva 159 Innopolis 141 Sergach 163 Pushkin 171 Kolpino 107 Orlov 200 
Sasovo 8	Staritsa 30 Kholm 173 Pokhvistnevo 78 Teykovo 64 Spassk-Dalny 29 Pugachyov 13 Kushva 86 Shchuchye 197 
Isilkul 9	Kyakhta 83 Trubchevsk 172 Tula 156 Zlatoust 154 Khvalynsk 13 Sergach 79 Belousovo 111 Tomari 78 Leninsk 56 
Lyuban 8	Dedovsk 46 Liski 121 Karpinsk 82 Safonovo 131 Makushino 97 Ertil 98 Kuznetsk 90 Meshchovsk 185 
Rzhev 9	Staritsa 139 Nolinsk 187 Kamennogorsk 183 Menzelinsk 128 Yoshkar-Ola 90 Kinel 136 Tosno 149 Zima 55 Uyar 134 
Venyov 4	Kirovsk 158 Aleysk 38 Topki 44 Zelenogorsk 22 
Karasuk 3	Kumertau 54 Pushchino 175 Chernogolovka 160 
Shakhunya 7	Gukovo 173 Zherdevka 184 Boksitogorsk 59 Kharabali 27 Adygeysk 23 Cheremkhovo 181 Morozovsk 160 
Kaltan 7	Slavsk 158 Naro-Fominsk 23 Izobilny 58 Privolzhsk 82 Podporozhye 10 Izhevsk 21 Cherepovets 122 
Sursk 9	Rubtsovsk 128 Apatity 181 Slantsy 191 Kanash 85 Kotlas 186 Gryazi 86 Degtyarsk 116 Kamyzyak 62 Gubkin 73 
Zaraysk 11	Chelyabinsk 181 Rossosh 73 Severo-Kurilsk 106 Poronaysk 32 Oryol 52 Fatezh 148 Lyantor 124 Pitkyaranta 200 NizhnyayaSalda 19 Shebekino 154 Rasskazovo 191 
Kirillov 7	Bogorodsk 34 Balashov 170 Cherkessk 57 Rtishchevo 101 Aniva 39 Magnitogorsk 140 Barnaul 145 
Nikolskoye 9	Bavly 189 Kopeysk 88 Izhevsk 49 Ukhta 168 Kovrov 68 Kstovo 41 Zmeinogorsk 12 Kulebaki 180 Shatsk 195 
Birsk 12	Volodarsk 187 Smolensk 26 Ryazhsk 114 Ulyanovsk 160 Belozersk 173 Sorochinsk 132 NizhnyLomov 95 Novoulyanovsk 173 GoryachyKlyuch 29 Pyt-Yakh 54 Pavlovo 128 Tikhvin 81 
Sokolniki 7	Neftekamsk 171 Zheleznogorsk 59 Snezhinsk 113 Shimanovsk 111 Revda 166 Sertolovo 83 Krasnodar 104 
Novopavlovsk 5	Lobnya 52 Kodinsk 99 Gorno-Altaysk 43 Kingisepp 40 Kamen-na-Obi 182 
Mikun 5	Kaluga 149 Guryevsk 98 Biysk 155 Tayga 135 Krasnokamensk 84 
Voskresensk 9	Kazan 140 Sysert 13 Velsk 104 Shikhany 12 Labinsk 39 Ruzayevka 12 Baltiysk 113 NovyOskol 133 Kushva 58 
Kholm 7	Ust-Ilimsk 61 Kemerovo 71 Akhtubinsk 168 Abdulino 33 Yefremov 27 Zavitinsk 44 Sasovo 173 
Klimovsk 13	Suzdal 71 Nyazepetrovsk 83 Novovoronezh 124 Mikhaylov 131 Gornyak 94 Tarusa 164 Semikarakorsk 142 Rybinsk 137 Vyazemsky 69 Sosensky 68 Bavly 55 Vyazma 126 SosnovyBor 57 
Novovoronezh 5	Sychyovka 199 Kola 164 Klimovsk 124 Bakal 174 Zhizdra 149 
Surazh 6	Kirzhach 37 Lyantor 103 Vyazniki 158 Strezhevoy 23 Lobnya 141 Severodvinsk 66 
Bakal 7	Novovoronezh 174 Orlov 160 Kola 25 Kotelniki 200 Yemva 114 Verkhoyansk 71 Chita 100 
Krasnoturyinsk 5	Serafimovich 21 Sol-Iletsk 175 Korsakov 63 Uvarovo 144 Arkhangelsk 158 
Shlisselburg 12	NizhnyayaSalda 69 Dolinsk 58 Vichuga 66 Drezna 181 Sysert 189 KrasnyKut 42 Raychikhinsk 117 Kyakhta 99 Kalachinsk 86 Nerchinsk 13 Zernograd 90 Mglin 192 
Sestroretsk 3	Yuzhno-Sakhalinsk 55 Medvezhyegorsk 120 Snezhinsk 140 
Naro-Fominsk 8	Mozdok 184 Murom 161 Vilyuchinsk 15 Lytkarino 18 Ostashkov 94 Baltiysk 161 Kaltan 23 Liski 76 
Fokino 7	Kungur 188 Sortavala 67 Kotelnikovo 23 Novoulyanovsk 179 Khasavyurt 40 Ust-Dzheguta 185 Proletarsk 75 
Ishim 4	Kotovsk 40 Temryuk 143 Krasnovishersk 73 Podporozhye 11 
Korenovsk 8	Chistopol 59 Izberbash 74 VerkhnyayaTura 164 Galich 88 Dankov 28 Derbent 191 Aprelevka 87 Minyar 85 
Bolkhov 5	Sengiley 102 Medvezhyegorsk 155 Maloarkhangelsk 63 Neftekamsk 25 Rasskazovo 63 
Kamen-na-Obi 9	Novopavlovsk 182 SukhoyLog 172 Moscow 65 Nikolayevsk 196 Belyov 200 Ilansky 11 Blagodarny 161 Dukhovshchina 10 Minusinsk 72 
Furmanov 4	Zheleznovodsk 106 Norilsk 40 Makaryev 20 Okha 145 
Tynda 8	Svetlograd 46 PavlovskyPosad 168 Ust-Ilimsk 60 Mezhdurechensk 61 Kholmsk 30 Torzhok 165 Meleuz 18 Leninogorsk 55 
Mariinsk 8	Chernyakhovsk 171 Kostomuksha 200 Stroitel 150 Kizlyar 77 Lipetsk 25 Zhukovsky 36 Shchuchye 191 Yakhroma 96 
Yasny 8	NizhnyLomov 47 PavlovskyPosad 43 Kommunar 200 Ukhta 154 Mozhga 158 Bratsk 35 Abaza 178 Kamensk-Shakhtinsky 132 
Kemerovo 8	Pyt-Yakh 10 Volgograd 58 Mendeleyevsk 184 BolshoyKamen 17 Asbest 133 Argun 65 Kholm 71 Dimitrovgrad 198 
NovyOskol 12	Biryusinsk 193 Leninogorsk 165 Chulym 53 Mosalsk 19 Voskresensk 133 Bolokhovo 40 Svetly 25 Lensk 92 Anzhero-Sudzhensk 15 Aramil 134 Kashira 179 Olonets 124 
Yaransk 7	Volchansk 191 Dyurtyuli 118 Rubtsovsk 102 Usolye 52 Murom 30 Sol-Iletsk 73 Svetlogorsk 26 
Kamenka 5	Kiselyovsk 36 Myski 46 Strunino 125 Izberbash 195 Pechory 190 
Votkinsk 10	Stroitel 159 Solikamsk 35 Lesnoy 39 Timashyovsk 95 Shali 63 Ust-Dzheguta 30 Sebezh 109 Dalmatovo 101 Yekaterinburg 126 Kopeysk 71 
Chaplygin 7	Novosibirsk 64 Orekhovo-Zuyevo 25 Bugulma 92 Derbent 36 Nefteyugansk 97 Karabanovo 191 Pushkin 44 
Perevoz 10	Chernushka 57 Losino-Petrovsky 114 Kislovodsk 158 Lesnoy 29 Gusev 102 Slavyansk-na-Kubani 153 Soltsy 76 Dalnegorsk 43 Unecha 155 Toguchin 178 
Uchaly 5	Vesyegonsk 51 Gryazi 99 Syasstroy 198 Asbest 71 Meleuz 42 
Korablino 12	Novokuznetsk 87 Arsk 120 Balabanovo 98 Noginsk 116 Plast 141 Svetlogorsk 20 Pyt-Yakh 21 Sevsk 113 Bogoroditsk 65 Lukoyanov 63 Ostrovnoy 38 Elista 169 
BelayaKalitva 5	Mytishchi 44 Orlov 197 Kovrov 82 Gus-Khrustalny 52 Chegem 20 
Kuybyshev 9	Mikhaylovsk 74 Manturovo 41 Derbent 22 Ivdel 60 NizhnyTagil 199 Kursk 98 Andreapol 153 Sokol 156 Aldan 53 
Volkhov 3	Agryz 136 Ostashkov 89 Tavda 193 
Slavgorod 9	Tayga 68 Bolgar 113 Yuryuzan 161 Omutninsk 25 Gusev 181 Cherepanovo 53 Onega 14 BolshoyKamen 88 Novodvinsk 96 
Pokrov 11	Makhachkala 134 Medyn 82 Karabash 179 Beloyarsky 26 Chaykovsky 87 Baksan 99 Kislovodsk 127 Velsk 169 Neftegorsk 173 Malmyzh 115 Konstantinovsk 157 
Lermontov 4	Pytalovo 145 Lipetsk 180 Ussuriysk 153 Leninogorsk 190 
MariinskyPosad 8	Sol-Iletsk 96 Prokhladny 126 Alexandrovsk-Sakhalinsky 118 Semyonov 64 Yegoryevsk 54 Nizhnekamsk 160 Kharabali 99 Kaluga 192 
Neftekamsk 14	Bolkhov 25 Zhirnovsk 177 Donskoy 11 Kirovsk 117 Polessk 60 Lipetsk 122 Nevelsk 51 Kotovo 87 Golitsyno 43 Ak-Dovurak 126 Sokolniki 171 Aprelevka 63 Mikhaylov 43 Kurilsk 78 
Zhizdra 2	Novovoronezh 149 Magas 70 
Sosnovka 9	Gryazi 197 Artyom 180 Maloyaroslavets 41 Shchigry 16 Srednekolymsk 15 Nadym 38 Odintsovo 179 Tyumen 58 Engels 42 
Uyar 5	Sokol 24 Beloretsk 30 Belebey 60 Rzhev 134 Uglegorsk 117 
Valday 8	Kirovgrad 107 Gremyachinsk 94 Manturovo 178 Shatsk 38 Fatezh 64 Yukhnov 21 Yelnya 193 Dorogobuzh 82 
Oryol 9	Yuzhnouralsk 171 Lipki 192 Kuvshinovo 95 Nevelsk 39 Vilyuysk 105 Novorzhev 175 Sychyovka 28 Zaraysk 52 Olenegorsk 86 
Verkhneuralsk 6	Novoshakhtinsk 124 Stavropol 83 Urzhum 182 Kaluga 131 Karachev 93 Magas 105 
Barnaul 8	Bavly 84 Morozovsk 85 Dukhovshchina 176 Muravlenko 73 Leninsk-Kuznetsky 81 Kirillov 145 Katav-Ivanovsk 199 Vorsma 103 
Kirensk 10	Petrovsk-Zabaykalsky 106 Murmansk 135 StarayaKupavna 111 Belousovo 87 Zheleznovodsk 196 Akhtubinsk 197 Semiluki 84 Sengiley 167 Bogdanovich 49 Chkalovsk 37 
Gay 9	VerkhnyayaPyshma 143 Nevinnomyssk 13 Fatezh 132 Biryuch 158 Solnechnogorsk 114 Ozherelye 97 Yefremov 158 Pugachyov 47 Severo-Kurilsk 171 
Vyborg 10	Chyormoz 196 Alzamay 182 Dzerzhinsk 113 Stroitel 84 Danilov 151 Yekaterinburg 167 Vorkuta 21 Dyatkovo 102 Semikarakorsk 109 Yakhroma 62 
Grozny 6	BelayaKholunitsa 142 Novozybkov 130 Mendeleyevsk 153 Guryevsk 168 Kamyzyak 65 Srednekolymsk 82 
Neftegorsk 10	Sobinka 36 Pokrov 173 Belozersk 166 Slyudyanka 191 Armavir 142 Lyskovo 48 Sayanogorsk 136 Zheleznodorozhny 199 Krasnoyarsk 105 Kodinsk 194 
Novorossiysk 7	Usolye-Sibirskoye 113 Ivdel 98 Kimry 108 Serdobsk 72 Biysk 143 Chernogolovka 185 Slavyansk-na-Kubani 165 
Tyumen 10	Sosnovka 58 Novocherkassk 57 Belousovo 141 Karachev 151 Kursk 69 Vorkuta 117 Nevinnomyssk 110 Novodvinsk 53 Lobnya 192 Zelenograd 45 
Shumikha 8	Ryazhsk 56 Kozmodemyansk 182 Sol-Iletsk 179 Kizlyar 124 Spassk-Ryazansky 67 Igarka 169 Lyudinovo 151 Krasnogorsk 192 
Uryupinsk 5	Kashin 192 Sebezh 171 Gryazovets 171 Vysotsk 192 Budyonnovsk 114 
Kamensk-Shakhtinsky 7	Rubtsovsk 28 Yasny 132 Gornyak 34 Blagoveshchensk 114 NizhnyayaSalda 121 Maloarkhangelsk 11 Izberbash 39 
Kasli 8	Gorokhovets 153 Tarusa 11 Maloarkhangelsk 78 Kopeysk 179 Bataysk 22 Plyos 163 Kinel 163 Oktyabrsky 86 
Kirovo-Chepetsk 5	Gavrilov-Yam 144 Verkhoturye 168 Sorsk 77 Kotovo 79 Zima 114 
Novosokolniki 10	Temnikov 37 Yasnogorsk 146 Magas 28 Ust-Ilimsk 177 Sortavala 27 Zapolyarny 195 Strunino 76 Dalnegorsk 167 Gornyak 144 Uzhur 191 
Biryuch 7	Onega 37 Seltso 104 Ust-Labinsk 40 Chudovo 96 Ochyor 171 Terek 67 Gay 158 
Myshkin 5	Ust-Kut 151 Kotovo 112 Chekalin 25 Tomsk 135 Elektrostal 132 
Severodvinsk 10	Kovrov 103 Surazh 66 Mytishchi 190 Langepas 38 Soltsy 109 Kalininsk 102 Khilok 42 Murom 38 Slavyansk-na-Kubani 152 Mamadysh 44 
Balakovo 4	Magas 187 Chekalin 96 Abdulino 16 Biysk 125 
Yarovoye 4	Lagan 198 Shilka 175 Solikamsk 177 Kologriv 125 
Spassk 13	Kozlovka 180 Ust-Ilimsk 91 Zelenogradsk 25 Shadrinsk 169 Zlatoust 109 Zima 187 Zarinsk 151 Digora 42 Novotroitsk 133 Zhukovsky 18 Krasnoyarsk 166 Berezniki 69 Mamonovo 183 
Novoalexandrovsk 9	Volchansk 182 Kingisepp 55 Belebey 180 Vorkuta 43 Michurinsk 66 Tarko-Sale 91 MalayaVishera 160 Arsk 79 Gremyachinsk 81 
Vuktyl 4	Digora 153 Primorsko-Akhtarsk 74 Temnikov 73 Buynaksk 143 
Kalach-na-Donu 6	PetrovVal 109 Bugulma 28 Balabanovo 162 Zernograd 199 Kolpino 39 Severo-Kurilsk 132 
Lukhovitsy 4	Kizel 116 Tommot 83 Kamyshin 18 Pokrovsk 166 
